                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 0.7201,                0.34958,                0.80322,                0.99421,                0.99335,                0.99496,                0.84019,                0.68622,                0.33192,                0.80548,               0.002971,               0.002971,               0.002971
                     73,                0.70383,                0.34093,                0.80562,                0.99398,                0.99284,                0.99496,                0.83495,                 0.6973,                0.32898,                0.80667,               0.002872,               0.002872,               0.002872
                     74,                0.68927,                 0.3373,                0.79874,                0.99418,                0.99387,                0.99496,                0.84122,                0.68322,                 0.3273,                0.80461,               0.002773,               0.002773,               0.002773
                     75,                0.69983,                0.33865,                0.80136,                0.99489,                 0.9947,                0.99496,                0.83671,                0.69149,                0.32791,                0.80504,               0.002674,               0.002674,               0.002674
                     76,                0.71395,                0.34252,                 0.8027,                0.99508,                0.99387,                0.99496,                0.85245,                0.61684,                0.32161,                 0.8007,               0.002575,               0.002575,               0.002575
                     77,                0.68475,                0.33866,                0.80036,                0.99482,                0.99438,                0.99496,                0.85435,                0.62002,                0.31738,                  0.801,               0.002476,               0.002476,               0.002476
                     78,                0.68139,                0.33645,                0.79833,                0.99488,                 0.9926,                0.99495,                0.85536,                0.61874,                0.31023,                0.80131,               0.002377,               0.002377,               0.002377
                     79,                0.69728,                0.33937,                0.79634,                0.99386,                0.99226,                0.99495,                0.85011,                0.62878,                0.31808,                0.80224,               0.002278,               0.002278,               0.002278
                     80,                0.69983,                0.33768,                0.80132,                 0.9949,                0.99029,                0.99495,                0.85108,                0.64914,                0.31707,                0.80196,               0.002179,               0.002179,               0.002179
                     81,                 0.6681,                0.32453,                0.80331,                0.99427,                0.99131,                0.99496,                0.85302,                0.63398,                0.30944,                0.80044,                0.00208,                0.00208,                0.00208
                     82,                0.66496,                0.32393,                0.80061,                0.99385,                0.99196,                0.99495,                0.84673,                0.64954,                0.31087,                0.80085,               0.001981,               0.001981,               0.001981
                     83,                0.65355,                0.31919,                0.80137,                0.99538,                0.99068,                0.99496,                0.85159,                0.63007,                0.30588,                0.80042,               0.001882,               0.001882,               0.001882
                     84,                0.66773,                0.32465,                0.80035,                0.99639,                 0.9889,                0.99495,                0.85917,                0.60417,                0.30342,                0.79839,               0.001783,               0.001783,               0.001783
                     85,                0.67466,                0.32606,                0.80118,                0.99472,                0.99438,                0.99496,                0.85291,                0.62369,                0.30556,                0.80002,               0.001684,               0.001684,               0.001684
                     86,                0.66361,                0.32164,                0.80003,                0.99502,                0.99489,                0.99497,                0.85957,                0.60408,                0.30264,                0.79764,               0.001585,               0.001585,               0.001585
                     87,                0.67644,                 0.3238,                0.79995,                0.99438,                0.99471,                0.99494,                0.84855,                  0.643,                0.31283,                0.80006,               0.001486,               0.001486,               0.001486
                     88,                0.65094,                0.32107,                0.79692,                0.99542,                0.99387,                0.99497,                0.86162,                0.60646,                0.29958,                0.79753,               0.001387,               0.001387,               0.001387
                     89,                0.67231,                0.32032,                0.79895,                0.99539,                0.99305,                0.99497,                0.85046,                0.64255,                0.30773,                0.80013,               0.001288,               0.001288,               0.001288
                     90,                0.66108,                0.31757,                0.79736,                0.99438,                0.99429,                0.99497,                0.85273,                0.62867,                0.30538,                0.79892,               0.001189,               0.001189,               0.001189
                     91,                0.66732,                0.32347,                0.80625,                0.99409,                0.99387,                0.99496,                0.86871,                0.58387,                0.29331,                0.79445,                0.00109,                0.00109,                0.00109
                     92,                0.67891,                0.32465,                0.80347,                0.99575,                0.99284,                0.99497,                0.86883,                0.58161,                 0.2947,                0.79441,               0.000991,               0.000991,               0.000991
                     93,                0.68088,                0.32588,                0.79807,                0.99589,                0.99089,                0.99496,                0.86139,                0.60028,                0.30047,                0.79604,               0.000892,               0.000892,               0.000892
                     94,                0.66913,                0.32008,                 0.7976,                0.99488,                0.99275,                0.99496,                0.86519,                0.58733,                0.29943,                 0.7954,               0.000793,               0.000793,               0.000793
                     95,                0.67103,                0.32013,                 0.8033,                0.99463,                0.99335,                0.99496,                0.86214,                0.59422,                0.30266,                0.79538,               0.000694,               0.000694,               0.000694
                     96,                0.65311,                0.31168,                0.80195,                0.99517,                0.99489,                0.99496,                0.86661,                0.57809,                0.29822,                0.79428,               0.000595,               0.000595,               0.000595
                     97,                 0.6543,                 0.3143,                0.80152,                0.99539,                0.99429,                0.99497,                0.86514,                0.57977,                 0.2991,                0.79429,               0.000496,               0.000496,               0.000496
                     98,                0.65635,                0.31453,                0.79866,                 0.9959,                0.99364,                0.99496,                0.86593,                0.58644,                0.30015,                0.79445,               0.000397,               0.000397,               0.000397
                     99,                0.65491,                0.31405,                0.80024,                0.99488,                0.99277,                0.99495,                0.86419,                0.58598,                0.29988,                0.79428,               0.000298,               0.000298,               0.000298
                    100,                0.65147,                0.31441,                0.79684,                0.99409,                0.99335,                0.99497,                0.86532,                0.58266,                0.29834,                0.79425,               0.000199,               0.000199,               0.000199
