                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.78044,                0.39801,                0.81369,                0.99611,                0.99029,                0.99494,                0.84223,                 0.6602,                0.37102,                0.81191,               0.005149,               0.005149,               0.005149
                     51,                0.81652,                0.39823,                0.81331,                0.99386,                0.99244,                0.99492,                0.84301,                0.65256,                0.36714,                0.81138,                0.00505,                0.00505,                0.00505
                     52,                0.72046,                0.38414,                0.81463,                0.99494,                0.99029,                0.99493,                0.79585,                0.86501,                0.42386,                0.82898,               0.004951,               0.004951,               0.004951
                     53,                 0.8282,                0.41169,                 0.8219,                0.99334,                0.99202,                0.99492,                0.83933,                0.66062,                0.35482,                0.81292,               0.004852,               0.004852,               0.004852
                     54,                0.76636,                0.38112,                0.81939,                0.99437,                 0.9908,                0.99493,                0.79555,                0.83995,                0.39969,                0.82716,               0.004753,               0.004753,               0.004753
                     55,                0.78539,                0.39444,                 0.8055,                0.99593,                0.98978,                0.99493,                0.84336,                0.64748,                0.35408,                0.81069,               0.004654,               0.004654,               0.004654
                     56,                0.77344,                0.38744,                0.81516,                0.99385,                0.99077,                0.99491,                0.81555,                 0.7789,                0.39405,                0.82256,               0.004555,               0.004555,               0.004555
                     57,                0.72302,                0.37671,                0.80784,                0.99589,                 0.9899,                0.99493,                0.83834,                0.66934,                0.36184,                0.81167,               0.004456,               0.004456,               0.004456
                     58,                0.73181,                0.37094,                0.81497,                0.99376,                0.99131,                0.99493,                0.80389,                0.80148,                0.38161,                0.82484,               0.004357,               0.004357,               0.004357
                     59,                0.75882,                 0.3753,                0.81274,                0.99244,                0.98978,                0.99485,                 0.7941,                0.82018,                0.39208,                0.82773,               0.004258,               0.004258,               0.004258
                     60,                0.69537,                0.36669,                0.80537,                0.99409,                0.98875,                0.99488,                0.84064,                0.67007,                0.36303,                0.81274,               0.004159,               0.004159,               0.004159
                     61,                 0.7335,                0.37386,                 0.8124,                 0.9903,                0.99179,                0.99486,                0.80333,                0.76777,                0.38047,                0.82308,                0.00406,                0.00406,                0.00406
                     62,                0.72987,                0.37083,                 0.8121,                0.99183,                0.99294,                0.99489,                 0.8342,                0.68096,                0.35893,                0.81155,               0.003961,               0.003961,               0.003961
                     63,                0.75539,                0.37017,                0.81269,                0.99424,                0.98978,                0.99491,                0.82484,                0.73842,                0.37468,                0.81809,               0.003862,               0.003862,               0.003862
                     64,                0.74043,                0.37062,                0.80417,                0.99604,                0.98926,                0.99492,                0.84006,                0.67054,                0.34798,                0.81284,               0.003763,               0.003763,               0.003763
                     65,                0.73518,                 0.3776,                0.80785,                0.99588,                0.98895,                0.99492,                0.83356,                0.71538,                0.36983,                0.81422,               0.003664,               0.003664,               0.003664
                     66,                0.72253,                  0.369,                0.80701,                0.99584,                0.99029,                0.99495,                0.83445,                 0.6813,                0.35144,                0.81312,               0.003565,               0.003565,               0.003565
                     67,                0.68754,                0.36314,                0.80328,                0.99583,                0.99131,                0.99495,                0.84029,                0.67064,                0.34976,                0.81295,               0.003466,               0.003466,               0.003466
                     68,                0.70801,                0.36597,                0.80927,                0.99459,                0.99233,                0.99494,                0.83745,                0.69423,                0.35219,                0.81183,               0.003367,               0.003367,               0.003367
                     69,                0.71055,                 0.3651,                0.80674,                 0.9957,                0.99233,                0.99496,                0.84716,                0.64901,                0.34343,                0.81099,               0.003268,               0.003268,               0.003268
                     70,                0.69167,                0.35442,                0.80758,                0.99531,                0.99233,                0.99496,                0.83242,                0.70761,                0.34755,                0.81389,               0.003169,               0.003169,               0.003169
                     71,                0.66682,                 0.3513,                0.81121,                0.99544,                0.99233,                0.99496,                0.84355,                0.65798,                0.33788,                0.81293,                0.00307,                0.00307,                0.00307
                     72,                0.70242,                0.35079,                0.80294,                0.99473,                0.99182,                0.99495,                0.83427,                0.68809,                0.34185,                0.81301,               0.002971,               0.002971,               0.002971
                     73,                0.68596,                0.35189,                0.80275,                0.99519,                0.99182,                0.99494,                0.83941,                0.66491,                0.33935,                0.81275,               0.002872,               0.002872,               0.002872
                     74,                0.68571,                0.34889,                 0.8044,                0.99538,                0.99182,                0.99495,                0.82253,                0.73932,                0.35327,                0.81625,               0.002773,               0.002773,               0.002773
                     75,                0.67371,                0.34856,                0.80196,                0.99467,                0.99131,                0.99494,                0.82684,                0.73454,                0.35502,                0.81411,               0.002674,               0.002674,               0.002674
                     76,                0.67022,                0.34461,                0.80635,                0.99632,                0.99233,                0.99495,                0.84212,                0.65064,                0.32771,                0.80945,               0.002575,               0.002575,               0.002575
                     77,                0.67948,                0.33952,                0.80181,                0.99535,                0.99182,                0.99494,                0.83357,                0.71634,                0.34924,                0.81377,               0.002476,               0.002476,               0.002476
                     78,                0.65875,                0.33697,                0.80207,                 0.9952,                0.99131,                0.99494,                0.84079,                0.66217,                0.33211,                0.81017,               0.002377,               0.002377,               0.002377
                     79,                0.62838,                0.33333,                0.80386,                0.99557,                0.99182,                0.99495,                0.83359,                0.70749,                0.34374,                0.81263,               0.002278,               0.002278,               0.002278
                     80,                0.66344,                0.34308,                0.80624,                0.99612,                0.99233,                0.99496,                0.84531,                0.64322,                0.32484,                0.80851,               0.002179,               0.002179,               0.002179
                     81,                0.62463,                0.32741,                0.80232,                0.99589,                0.99134,                0.99495,                0.83705,                0.69361,                0.33843,                0.81245,                0.00208,                0.00208,                0.00208
                     82,                0.64392,                0.33087,                0.79851,                0.99589,                0.99182,                0.99495,                0.84454,                0.64033,                0.32391,                0.80843,               0.001981,               0.001981,               0.001981
                     83,                0.61816,                0.32432,                0.80803,                0.99589,                0.99176,                0.99495,                0.83952,                0.65385,                 0.3297,                0.80944,               0.001882,               0.001882,               0.001882
                     84,                0.60315,                0.32227,                0.80122,                0.99576,                0.99182,                0.99495,                0.84047,                0.67253,                0.32892,                0.81004,               0.001783,               0.001783,               0.001783
                     85,                0.62175,                0.32135,                 0.7981,                0.99522,                0.99182,                0.99495,                0.84586,                0.63916,                0.31997,                0.80869,               0.001684,               0.001684,               0.001684
                     86,                0.66804,                0.33594,                0.80378,                0.99571,                0.99182,                0.99496,                0.84889,                0.64382,                0.32317,                0.80743,               0.001585,               0.001585,               0.001585
